worker_id,worker_name,worker_type,home_sigungu_code,sido_name,sigungu_name,status,availability_status,travel_distance_km,travel_time_hour,battery_percent,battery_context
PR31299,한현우,방제요원,37520,경상북도,의성군,현장,업무 중,19.65,3.18,38.0,현장 단말/장비 배터리
PR35200,장지아,방제요원,37520,경상북도,의성군,출동,이동 중,47.87,6.12,38.0,현장 단말/장비 배터리
FR77908,이서현,현장요원,37520,경상북도,의성군,출동,이동 중,7.65,0.89,41.0,현장 단말/장비 배터리
PR22672,최예준,방제요원,37520,경상북도,의성군,현장,업무 중,19.7,3.54,43.0,현장 단말/장비 배터리
DR15513,정윤서,드론요원,37520,경상북도,의성군,복귀,복귀 중,14.38,2.46,44.0,드론 배터리
DR25974,장윤서,드론요원,37520,경상북도,의성군,현장,업무 중,28.67,4.42,50.0,드론 배터리
FR51853,정현우,현장요원,37520,경상북도,의성군,출동,이동 중,36.71,6.83,51.0,현장 단말/장비 배터리
PR64890,권현우,방제요원,37520,경상북도,의성군,복귀,복귀 중,7.57,1.28,52.0,현장 단말/장비 배터리
FR26426,신도윤,현장요원,37520,경상북도,의성군,복귀,복귀 중,48.62,7.99,57.0,현장 단말/장비 배터리
FR51827,오서현,현장요원,37520,경상북도,의성군,출동,이동 중,12.09,1.36,57.0,현장 단말/장비 배터리
FR50539,박도윤,현장요원,37520,경상북도,의성군,복귀,복귀 중,19.91,3.42,61.0,현장 단말/장비 배터리
PR37168,임윤서,방제요원,37520,경상북도,의성군,현장,업무 중,34.51,5.14,61.0,현장 단말/장비 배터리
FR84991,장지호,현장요원,37520,경상북도,의성군,현장,업무 중,20.83,3.41,63.0,현장 단말/장비 배터리
PR72094,정현우,방제요원,37520,경상북도,의성군,출동,이동 중,25.97,2.98,65.0,현장 단말/장비 배터리
PR32699,서현우,방제요원,37520,경상북도,의성군,현장,업무 중,22.98,3.52,69.0,현장 단말/장비 배터리
FR82616,김채원,현장요원,37520,경상북도,의성군,출동,이동 중,28.61,4.2,70.0,현장 단말/장비 배터리
FR20336,오윤서,현장요원,37520,경상북도,의성군,현장,업무 중,12.53,2.05,70.0,현장 단말/장비 배터리
PR19637,오윤서,방제요원,37520,경상북도,의성군,현장,업무 중,19.32,2.8,70.0,현장 단말/장비 배터리
PR57964,오도현,방제요원,37520,경상북도,의성군,출동,이동 중,2.26,0.24,71.0,현장 단말/장비 배터리
DR38047,장지아,드론요원,37520,경상북도,의성군,현장,업무 중,10.1,1.55,71.0,드론 배터리
FR16632,정서현,현장요원,37520,경상북도,의성군,복귀,복귀 중,14.51,2.01,78.0,현장 단말/장비 배터리
PR92478,신윤서,방제요원,37520,경상북도,의성군,출동,이동 중,1.33,0.2,83.0,현장 단말/장비 배터리
PR77984,이예준,방제요원,37520,경상북도,의성군,복귀,복귀 중,10.37,1.37,84.0,현장 단말/장비 배터리
PR72245,황윤서,방제요원,37520,경상북도,의성군,대기,즉시 가용,40.79,5.58,86.0,현장 단말/장비 배터리
FR49315,박윤서,현장요원,37520,경상북도,의성군,출동,이동 중,42.57,7.29,89.0,현장 단말/장비 배터리
PR32349,이지아,방제요원,37520,경상북도,의성군,복귀,복귀 중,26.21,4.51,99.0,현장 단말/장비 배터리
FR20348,황윤서,현장요원,37530,경상북도,청송군,출동,이동 중,19.74,3.66,44.0,현장 단말/장비 배터리
DR29651,임지호,드론요원,37530,경상북도,청송군,복귀,복귀 중,25.86,3.21,47.0,드론 배터리
PR45313,권현우,방제요원,37530,경상북도,청송군,출동,이동 중,36.44,5.85,93.0,현장 단말/장비 배터리
PR99764,장지아,방제요원,37530,경상북도,청송군,현장,업무 중,4.91,0.92,48.0,현장 단말/장비 배터리
FR65492,정서연,현장요원,37530,경상북도,청송군,출동,이동 중,3.92,0.66,48.0,현장 단말/장비 배터리
FR32659,최건우,현장요원,37530,경상북도,청송군,출동,이동 중,47.45,5.54,50.0,현장 단말/장비 배터리
PR31352,서서연,방제요원,37530,경상북도,청송군,출동,이동 중,42.69,7.6,50.0,현장 단말/장비 배터리
PR94852,황예준,방제요원,37530,경상북도,청송군,현장,업무 중,8.66,1.56,28.0,현장 단말/장비 배터리
FR84976,서지아,현장요원,37530,경상북도,청송군,복귀,복귀 중,30.45,3.16,35.0,현장 단말/장비 배터리
DR54077,황도윤,드론요원,37530,경상북도,청송군,현장,업무 중,49.42,8.0,35.0,드론 배터리
PR43903,오하은,방제요원,37530,경상북도,청송군,대기,즉시 가용,37.45,6.32,36.0,현장 단말/장비 배터리
PR45203,이지아,방제요원,37530,경상북도,청송군,현장,업무 중,44.85,4.58,38.0,현장 단말/장비 배터리
DR83591,김채원,드론요원,37530,경상북도,청송군,대기,즉시 가용,32.37,5.21,38.0,드론 배터리
PR63368,권지호,방제요원,37530,경상북도,청송군,대기,즉시 가용,37.05,6.52,47.0,현장 단말/장비 배터리
PR45910,오지호,방제요원,37530,경상북도,청송군,대기,즉시 가용,18.42,2.7,50.0,현장 단말/장비 배터리
DR49602,조건우,드론요원,37530,경상북도,청송군,대기,즉시 가용,33.86,6.18,50.0,드론 배터리
FR21233,정서현,현장요원,37530,경상북도,청송군,출동,이동 중,33.41,6.04,52.0,현장 단말/장비 배터리
FR47498,최서현,현장요원,37530,경상북도,청송군,현장,업무 중,43.37,8.0,52.0,현장 단말/장비 배터리
PR36309,강지호,방제요원,37530,경상북도,청송군,대기,즉시 가용,41.85,5.23,58.0,현장 단말/장비 배터리
PR65549,임준우,방제요원,37530,경상북도,청송군,현장,업무 중,44.77,8.0,58.0,현장 단말/장비 배터리
FR78495,이도현,현장요원,37530,경상북도,청송군,출동,이동 중,20.93,3.21,60.0,현장 단말/장비 배터리
PR58819,김민서,방제요원,37530,경상북도,청송군,현장,업무 중,24.44,3.53,60.0,현장 단말/장비 배터리
FR11620,장건우,현장요원,37530,경상북도,청송군,복귀,복귀 중,39.33,6.38,66.0,현장 단말/장비 배터리
FR18783,장현우,현장요원,37530,경상북도,청송군,현장,업무 중,4.35,0.68,70.0,현장 단말/장비 배터리
FR15083,정도현,현장요원,37530,경상북도,청송군,출동,이동 중,19.79,3.72,88.0,현장 단말/장비 배터리
FR29613,최수아,현장요원,37530,경상북도,청송군,대기,즉시 가용,7.41,1.18,97.0,현장 단말/장비 배터리
PR50779,강도윤,방제요원,37530,경상북도,청송군,대기,즉시 가용,35.48,4.98,99.0,현장 단말/장비 배터리
PR45269,윤지호,방제요원,37530,경상북도,청송군,대기,즉시 가용,32.58,4.93,99.0,현장 단말/장비 배터리
FR66260,임민서,현장요원,37540,,,출동,이동 중,32.77,5.58,28.0,현장 단말/장비 배터리
PR71736,오하은,방제요원,37540,,,대기,즉시 가용,47.72,8.0,92.0,현장 단말/장비 배터리
DR29671,오도현,드론요원,37540,,,복귀,복귀 중,8.95,1.75,44.0,드론 배터리
DR15772,윤민준,드론요원,37540,,,복귀,복귀 중,42.93,4.35,50.0,드론 배터리
FR58738,장도윤,현장요원,37540,,,복귀,복귀 중,33.23,5.48,49.0,현장 단말/장비 배터리
PR66948,윤도윤,방제요원,37540,,,현장,업무 중,5.8,0.94,46.0,현장 단말/장비 배터리
FR30837,정윤서,현장요원,37540,,,현장,업무 중,43.72,8.0,93.0,현장 단말/장비 배터리
FR90750,정수아,현장요원,37540,,,대기,즉시 가용,34.33,6.39,93.0,현장 단말/장비 배터리
FR60209,박민서,현장요원,37540,,,현장,업무 중,4.47,0.81,92.0,현장 단말/장비 배터리
FR25806,김현우,현장요원,37540,,,복귀,복귀 중,49.41,7.03,47.0,현장 단말/장비 배터리
FR27973,오윤서,현장요원,37540,,,출동,이동 중,19.14,3.47,48.0,현장 단말/장비 배터리
PR50620,장도윤,방제요원,37540,,,현장,업무 중,3.95,0.76,43.0,현장 단말/장비 배터리
PR11660,강서현,방제요원,37540,,,복귀,복귀 중,35.4,6.02,73.0,현장 단말/장비 배터리
PR50654,서도윤,방제요원,37540,,,대기,즉시 가용,34.93,6.04,30.0,현장 단말/장비 배터리
PR31884,오준우,방제요원,37540,,,대기,즉시 가용,18.59,3.25,34.0,현장 단말/장비 배터리
PR38277,김준우,방제요원,37540,,,현장,업무 중,1.99,0.21,50.0,현장 단말/장비 배터리
FR30707,김서현,현장요원,37540,,,출동,이동 중,22.06,2.21,54.0,현장 단말/장비 배터리
FR87276,정서현,현장요원,37540,,,현장,업무 중,36.5,4.93,54.0,현장 단말/장비 배터리
FR27393,황도윤,현장요원,37540,,,대기,즉시 가용,29.68,4.51,56.0,현장 단말/장비 배터리
PR41370,임서연,방제요원,37540,,,대기,즉시 가용,24.74,2.75,63.0,현장 단말/장비 배터리
PR51480,김채원,방제요원,37540,,,복귀,복귀 중,6.6,1.23,72.0,현장 단말/장비 배터리
DR76949,황건우,드론요원,37540,,,출동,이동 중,18.01,2.7,72.0,드론 배터리
PR46302,정민서,방제요원,37540,,,현장,업무 중,32.23,4.02,76.0,현장 단말/장비 배터리
PR62727,신수아,방제요원,37540,,,출동,이동 중,4.12,0.63,78.0,현장 단말/장비 배터리
DR43438,오하은,드론요원,37540,,,대기,즉시 가용,38.67,7.33,86.0,드론 배터리
PR66272,김현우,방제요원,37540,,,대기,즉시 가용,13.6,1.45,91.0,현장 단말/장비 배터리
FR89995,박민준,현장요원,37540,,,출동,이동 중,32.5,4.68,92.0,현장 단말/장비 배터리
PR36928,김윤서,방제요원,37540,,,복귀,복귀 중,25.89,3.91,95.0,현장 단말/장비 배터리
PR74478,황민준,방제요원,37550,경상북도,영덕군,복귀,복귀 중,47.35,6.99,50.0,현장 단말/장비 배터리
PR64120,임준우,방제요원,37550,경상북도,영덕군,현장,업무 중,9.4,1.0,48.0,현장 단말/장비 배터리
DR14159,오건우,드론요원,37550,경상북도,영덕군,대기,즉시 가용,16.51,3.04,49.0,드론 배터리
PR67915,윤도윤,방제요원,37550,경상북도,영덕군,현장,업무 중,15.39,2.17,43.0,현장 단말/장비 배터리
DR29942,한민준,드론요원,37550,경상북도,영덕군,대기,즉시 가용,2.48,0.38,47.0,드론 배터리
DR26389,임준우,드론요원,37550,경상북도,영덕군,대기,즉시 가용,35.76,6.18,29.0,드론 배터리
FR34102,신하은,현장요원,37550,경상북도,영덕군,현장,업무 중,42.71,4.81,30.0,현장 단말/장비 배터리
FR78679,김도현,현장요원,37550,경상북도,영덕군,출동,이동 중,38.25,4.14,33.0,현장 단말/장비 배터리
FR13744,정하은,현장요원,37550,경상북도,영덕군,복귀,복귀 중,1.76,0.24,41.0,현장 단말/장비 배터리
PR78610,권수아,방제요원,37550,경상북도,영덕군,복귀,복귀 중,31.99,4.91,44.0,현장 단말/장비 배터리
PR78592,김민준,방제요원,37550,경상북도,영덕군,현장,업무 중,40.77,7.53,44.0,현장 단말/장비 배터리
PR31400,서민서,방제요원,37550,경상북도,영덕군,출동,이동 중,35.75,5.88,48.0,현장 단말/장비 배터리
FR50549,박도현,현장요원,37550,경상북도,영덕군,출동,이동 중,11.47,1.99,56.0,현장 단말/장비 배터리
FR31877,박지호,현장요원,37550,경상북도,영덕군,대기,즉시 가용,19.85,2.17,60.0,현장 단말/장비 배터리
PR90967,최건우,방제요원,37550,경상북도,영덕군,출동,이동 중,22.64,3.85,62.0,현장 단말/장비 배터리
PR10946,임민서,방제요원,37550,경상북도,영덕군,복귀,복귀 중,27.41,3.26,71.0,현장 단말/장비 배터리
PR65343,장도윤,방제요원,37550,경상북도,영덕군,현장,업무 중,31.27,4.74,78.0,현장 단말/장비 배터리
FR81898,권준우,현장요원,37550,경상북도,영덕군,출동,이동 중,22.24,4.38,89.0,현장 단말/장비 배터리
FR68313,서준우,현장요원,37550,경상북도,영덕군,복귀,복귀 중,39.05,7.57,95.0,현장 단말/장비 배터리
DR74694,정민준,드론요원,37550,경상북도,영덕군,복귀,복귀 중,10.86,1.54,100.0,드론 배터리
DR16927,김서현,드론요원,37560,경상북도,청도군,출동,이동 중,41.52,6.22,93.0,드론 배터리
PR67417,최도현,방제요원,37560,경상북도,청도군,출동,이동 중,26.13,4.38,47.0,현장 단말/장비 배터리
PR87405,서도현,방제요원,37560,경상북도,청도군,대기,즉시 가용,48.88,8.0,73.0,현장 단말/장비 배터리
DR24160,정건우,드론요원,37560,경상북도,청도군,출동,이동 중,6.11,0.91,29.0,드론 배터리
FR77403,신지호,현장요원,37560,경상북도,청도군,대기,즉시 가용,11.38,1.27,40.0,현장 단말/장비 배터리
PR54385,오지호,방제요원,37560,경상북도,청도군,대기,즉시 가용,10.01,1.85,51.0,현장 단말/장비 배터리
FR82602,권민서,현장요원,37560,경상북도,청도군,출동,이동 중,20.36,4.04,54.0,현장 단말/장비 배터리
FR53006,이도윤,현장요원,37560,경상북도,청도군,현장,업무 중,24.69,3.42,58.0,현장 단말/장비 배터리
DR72367,서채원,드론요원,37560,경상북도,청도군,현장,업무 중,33.33,6.5,62.0,드론 배터리
PR75419,윤수아,방제요원,37560,경상북도,청도군,현장,업무 중,13.93,2.39,74.0,현장 단말/장비 배터리
PR99015,박지아,방제요원,37560,경상북도,청도군,복귀,복귀 중,18.37,1.86,86.0,현장 단말/장비 배터리
FR78121,권서현,현장요원,37560,경상북도,청도군,현장,업무 중,6.8,1.2,90.0,현장 단말/장비 배터리
DR63852,강현우,드론요원,37570,경상북도,고령군,복귀,복귀 중,19.56,3.89,47.0,드론 배터리
PR36083,김하은,방제요원,37570,경상북도,고령군,출동,이동 중,3.47,0.68,36.0,현장 단말/장비 배터리
FR53101,황서현,현장요원,37570,경상북도,고령군,대기,즉시 가용,28.48,4.13,38.0,현장 단말/장비 배터리
PR96451,윤윤서,방제요원,37570,경상북도,고령군,대기,즉시 가용,26.22,3.81,47.0,현장 단말/장비 배터리
FR98458,강서현,현장요원,37570,경상북도,고령군,복귀,복귀 중,27.65,2.85,88.0,현장 단말/장비 배터리
FR12080,권현우,현장요원,37580,경상북도,성주군,복귀,복귀 중,45.7,5.18,43.0,현장 단말/장비 배터리
PR59332,최채원,방제요원,37580,경상북도,성주군,대기,즉시 가용,41.37,5.62,92.0,현장 단말/장비 배터리
DR58559,최건우,드론요원,37580,경상북도,성주군,대기,즉시 가용,46.81,6.76,28.0,드론 배터리
PR95078,서도윤,방제요원,37580,경상북도,성주군,복귀,복귀 중,32.56,5.01,85.0,현장 단말/장비 배터리
FR98172,김민준,현장요원,37580,경상북도,성주군,복귀,복귀 중,8.68,1.35,89.0,현장 단말/장비 배터리
FR84135,최도현,현장요원,37590,경상북도,칠곡군,현장,업무 중,8.12,1.43,32.0,현장 단말/장비 배터리
PR89355,정준우,방제요원,37590,경상북도,칠곡군,출동,이동 중,22.77,3.83,32.0,현장 단말/장비 배터리
DR25300,강민준,드론요원,37590,경상북도,칠곡군,복귀,복귀 중,38.55,6.34,49.0,드론 배터리
PR14522,윤지아,방제요원,37590,경상북도,칠곡군,대기,즉시 가용,46.07,6.27,90.0,현장 단말/장비 배터리
FR17563,황채원,현장요원,37590,경상북도,칠곡군,출동,이동 중,32.55,6.27,94.0,현장 단말/장비 배터리
DR44946,신수아,드론요원,37600,경상북도,예천군,현장,업무 중,1.02,0.15,92.0,드론 배터리
DR54249,임서현,드론요원,37600,경상북도,예천군,복귀,복귀 중,8.49,1.31,43.0,드론 배터리
PR72378,황지아,방제요원,37600,경상북도,예천군,복귀,복귀 중,28.11,3.25,47.0,현장 단말/장비 배터리
DR42455,이민서,드론요원,37600,경상북도,예천군,대기,즉시 가용,11.73,1.54,49.0,드론 배터리
FR14141,한민준,현장요원,37600,경상북도,예천군,복귀,복귀 중,49.54,8.0,47.0,현장 단말/장비 배터리
FR59327,권현우,현장요원,37600,경상북도,예천군,현장,업무 중,22.13,2.29,92.0,현장 단말/장비 배터리
PR59518,장지아,방제요원,37600,경상북도,예천군,현장,업무 중,30.85,4.17,36.0,현장 단말/장비 배터리
PR87393,이민준,방제요원,37600,경상북도,예천군,대기,즉시 가용,2.26,0.42,44.0,현장 단말/장비 배터리
PR22759,한도현,방제요원,37600,경상북도,예천군,현장,업무 중,21.41,4.26,52.0,현장 단말/장비 배터리
PR66450,강지아,방제요원,37600,경상북도,예천군,대기,즉시 가용,6.72,1.15,62.0,현장 단말/장비 배터리
FR36467,황건우,현장요원,37600,경상북도,예천군,현장,업무 중,14.68,2.2,64.0,현장 단말/장비 배터리
FR30019,서현우,현장요원,37600,경상북도,예천군,대기,즉시 가용,15.14,2.46,97.0,현장 단말/장비 배터리
FR99065,오도현,현장요원,37610,경상북도,봉화군,대기,즉시 가용,49.06,7.54,93.0,현장 단말/장비 배터리
FR86350,이채원,현장요원,37610,경상북도,봉화군,현장,업무 중,27.63,3.95,49.0,현장 단말/장비 배터리
DR20735,신준우,드론요원,37610,경상북도,봉화군,현장,업무 중,23.52,4.11,43.0,드론 배터리
PR63424,박수아,방제요원,37610,경상북도,봉화군,출동,이동 중,16.54,2.42,46.0,현장 단말/장비 배터리
FR42914,장지아,현장요원,37610,경상북도,봉화군,복귀,복귀 중,45.27,8.0,49.0,현장 단말/장비 배터리
PR77561,박윤서,방제요원,37610,경상북도,봉화군,출동,이동 중,33.19,5.37,49.0,현장 단말/장비 배터리
FR56898,오서연,현장요원,37610,경상북도,봉화군,현장,업무 중,10.5,1.31,50.0,현장 단말/장비 배터리
FR86099,장하은,현장요원,37610,경상북도,봉화군,복귀,복귀 중,48.13,6.09,50.0,현장 단말/장비 배터리
FR41029,신예준,현장요원,37610,경상북도,봉화군,복귀,복귀 중,43.23,8.0,62.0,현장 단말/장비 배터리
PR81819,임도현,방제요원,37610,경상북도,봉화군,복귀,복귀 중,41.69,5.44,49.0,현장 단말/장비 배터리
FR55830,조건우,현장요원,37610,경상북도,봉화군,출동,이동 중,15.26,2.74,29.0,현장 단말/장비 배터리
FR96951,김윤서,현장요원,37610,경상북도,봉화군,대기,즉시 가용,5.18,0.97,33.0,현장 단말/장비 배터리
FR10464,장서연,현장요원,37610,경상북도,봉화군,출동,이동 중,16.68,1.89,33.0,현장 단말/장비 배터리
DR27786,박수아,드론요원,37610,경상북도,봉화군,복귀,복귀 중,43.34,5.12,33.0,드론 배터리
PR20155,장건우,방제요원,37610,경상북도,봉화군,현장,업무 중,35.68,4.4,42.0,현장 단말/장비 배터리
FR45697,최예준,현장요원,37610,경상북도,봉화군,출동,이동 중,14.09,1.71,43.0,현장 단말/장비 배터리
DR45774,황민서,드론요원,37610,경상북도,봉화군,복귀,복귀 중,21.79,2.24,43.0,드론 배터리
DR69598,한지호,드론요원,37610,경상북도,봉화군,현장,업무 중,16.34,2.88,48.0,드론 배터리
FR67199,오현우,현장요원,37610,경상북도,봉화군,출동,이동 중,30.31,4.58,49.0,현장 단말/장비 배터리
PR92544,권수아,방제요원,37610,경상북도,봉화군,복귀,복귀 중,28.78,4.95,49.0,현장 단말/장비 배터리
DR26728,강건우,드론요원,37610,경상북도,봉화군,대기,즉시 가용,49.04,7.52,50.0,드론 배터리
PR76469,최윤서,방제요원,37610,경상북도,봉화군,현장,업무 중,15.46,2.18,51.0,현장 단말/장비 배터리
PR56105,황민준,방제요원,37610,경상북도,봉화군,출동,이동 중,14.93,2.08,53.0,현장 단말/장비 배터리
PR33053,신민서,방제요원,37610,경상북도,봉화군,대기,즉시 가용,40.21,6.82,59.0,현장 단말/장비 배터리
FR24168,장하은,현장요원,37610,경상북도,봉화군,출동,이동 중,19.13,1.99,60.0,현장 단말/장비 배터리
PR67905,한건우,방제요원,37610,경상북도,봉화군,출동,이동 중,22.11,2.68,60.0,현장 단말/장비 배터리
PR36100,임민서,방제요원,37610,경상북도,봉화군,대기,즉시 가용,7.37,0.77,60.0,현장 단말/장비 배터리
PR81810,권수아,방제요원,37610,경상북도,봉화군,복귀,복귀 중,22.3,2.58,60.0,현장 단말/장비 배터리
PR93579,장민서,방제요원,37610,경상북도,봉화군,출동,이동 중,13.87,2.47,62.0,현장 단말/장비 배터리
PR69829,윤서현,방제요원,37610,경상북도,봉화군,현장,업무 중,6.67,0.98,67.0,현장 단말/장비 배터리
FR67154,장서연,현장요원,37610,경상북도,봉화군,출동,이동 중,0.08,0.02,68.0,현장 단말/장비 배터리
PR19171,오수아,방제요원,37610,경상북도,봉화군,현장,업무 중,47.44,8.0,79.0,현장 단말/장비 배터리
FR53540,김하은,현장요원,37610,경상북도,봉화군,출동,이동 중,39.12,5.52,85.0,현장 단말/장비 배터리
FR83519,권수아,현장요원,37610,경상북도,봉화군,출동,이동 중,0.48,0.05,88.0,현장 단말/장비 배터리
FR47353,윤채원,현장요원,37610,경상북도,봉화군,현장,업무 중,7.89,1.45,90.0,현장 단말/장비 배터리
PR29769,박예준,방제요원,37610,경상북도,봉화군,출동,이동 중,11.56,1.96,90.0,현장 단말/장비 배터리
PR65108,정지호,방제요원,37610,경상북도,봉화군,출동,이동 중,33.25,4.59,95.0,현장 단말/장비 배터리
PR29342,서민서,방제요원,37610,경상북도,봉화군,대기,즉시 가용,32.8,3.3,96.0,현장 단말/장비 배터리
PR86556,신도현,방제요원,37610,경상북도,봉화군,복귀,복귀 중,47.3,4.82,97.0,현장 단말/장비 배터리
FR62227,김지호,현장요원,37610,경상북도,봉화군,현장,업무 중,16.41,3.06,98.0,현장 단말/장비 배터리
PR48829,최지호,방제요원,37620,,,출동,이동 중,11.37,1.34,49.0,현장 단말/장비 배터리
PR29555,이예준,방제요원,37620,,,출동,이동 중,40.56,7.91,48.0,현장 단말/장비 배터리
FR11658,박현우,현장요원,37620,,,복귀,복귀 중,42.48,7.74,50.0,현장 단말/장비 배터리
PR17146,장서연,방제요원,37620,,,복귀,복귀 중,27.67,4.7,47.0,현장 단말/장비 배터리
PR94886,최민서,방제요원,37620,,,대기,즉시 가용,7.45,0.94,49.0,현장 단말/장비 배터리
PR91987,최지호,방제요원,37620,,,출동,이동 중,10.55,1.75,44.0,현장 단말/장비 배터리
PR91927,윤준우,방제요원,37620,,,복귀,복귀 중,29.49,5.32,48.0,현장 단말/장비 배터리
FR74789,한민준,현장요원,37620,,,현장,업무 중,42.55,5.03,49.0,현장 단말/장비 배터리
FR68743,황지아,현장요원,37620,,,복귀,복귀 중,39.65,4.33,28.0,현장 단말/장비 배터리
FR95426,윤도윤,현장요원,37620,,,출동,이동 중,2.01,0.21,31.0,현장 단말/장비 배터리
FR19961,서지호,현장요원,37620,,,대기,즉시 가용,29.6,5.42,31.0,현장 단말/장비 배터리
FR56112,신현우,현장요원,37620,,,출동,이동 중,35.14,4.47,32.0,현장 단말/장비 배터리
FR46655,장현우,현장요원,37620,,,대기,즉시 가용,44.02,7.49,35.0,현장 단말/장비 배터리
PR32962,장서연,방제요원,37620,,,출동,이동 중,23.53,3.89,35.0,현장 단말/장비 배터리
PR50319,이하은,방제요원,37620,,,복귀,복귀 중,29.75,5.43,36.0,현장 단말/장비 배터리
DR36680,권서연,드론요원,37620,,,복귀,복귀 중,13.35,1.51,36.0,드론 배터리
PR48974,권건우,방제요원,37620,,,대기,즉시 가용,43.01,8.0,39.0,현장 단말/장비 배터리
FR67091,황건우,현장요원,37620,,,출동,이동 중,41.29,6.58,41.0,현장 단말/장비 배터리
PR88385,권도윤,방제요원,37620,,,현장,업무 중,1.99,0.28,41.0,현장 단말/장비 배터리
DR21959,신지아,드론요원,37620,,,대기,즉시 가용,23.5,3.31,41.0,드론 배터리
PR85243,최민준,방제요원,37620,,,출동,이동 중,14.22,2.1,43.0,현장 단말/장비 배터리
DR63955,강현우,드론요원,37620,,,대기,즉시 가용,34.68,4.47,51.0,드론 배터리
FR84177,임서현,현장요원,37620,,,현장,업무 중,39.13,5.27,54.0,현장 단말/장비 배터리
PR40340,임서연,방제요원,37620,,,대기,즉시 가용,14.41,1.85,58.0,현장 단말/장비 배터리
PR72616,이준우,방제요원,37620,,,대기,즉시 가용,5.7,0.61,62.0,현장 단말/장비 배터리
PR49857,최건우,방제요원,37620,,,복귀,복귀 중,34.99,6.8,64.0,현장 단말/장비 배터리
FR97026,윤윤서,현장요원,37620,,,현장,업무 중,29.08,4.28,67.0,현장 단말/장비 배터리
FR41266,김예준,현장요원,37620,,,출동,이동 중,6.31,1.05,72.0,현장 단말/장비 배터리
PR40005,김도윤,방제요원,37620,,,대기,즉시 가용,48.1,8.0,73.0,현장 단말/장비 배터리
PR30517,강도윤,방제요원,37620,,,복귀,복귀 중,0.13,0.02,76.0,현장 단말/장비 배터리
FR69087,박준우,현장요원,37620,,,복귀,복귀 중,12.19,1.79,78.0,현장 단말/장비 배터리
DR64165,김건우,드론요원,37620,,,복귀,복귀 중,2.71,0.41,79.0,드론 배터리
FR30052,오건우,현장요원,37620,,,현장,업무 중,21.77,3.77,83.0,현장 단말/장비 배터리
FR85849,강윤서,현장요원,37620,,,복귀,복귀 중,1.28,0.17,86.0,현장 단말/장비 배터리
FR58351,권준우,현장요원,37620,,,대기,즉시 가용,8.39,1.35,95.0,현장 단말/장비 배터리
FR41635,조도윤,현장요원,37620,,,출동,이동 중,36.0,5.36,97.0,현장 단말/장비 배터리
FR51359,최지호,현장요원,37620,,,출동,이동 중,5.98,0.92,97.0,현장 단말/장비 배터리
PR73464,조지호,방제요원,37620,,,현장,업무 중,13.82,2.2,97.0,현장 단말/장비 배터리
DR51224,권도윤,드론요원,37620,,,복귀,복귀 중,12.62,1.41,98.0,드론 배터리
PR89471,최수아,방제요원,37620,,,복귀,복귀 중,29.81,4.82,99.0,현장 단말/장비 배터리
DR48086,한서현,드론요원,37630,,,대기,즉시 가용,28.27,4.78,47.0,드론 배터리
FR17017,정윤서,현장요원,37630,,,대기,즉시 가용,37.77,5.26,51.0,현장 단말/장비 배터리
PR17123,권건우,방제요원,37630,,,대기,즉시 가용,4.23,0.54,83.0,현장 단말/장비 배터리
FR85112,신지아,현장요원,38030,경상남도,진주시,복귀,복귀 중,15.49,2.25,43.0,현장 단말/장비 배터리
PR21706,정현우,방제요원,38030,경상남도,진주시,복귀,복귀 중,39.99,6.66,52.0,현장 단말/장비 배터리
PR54433,윤도현,방제요원,38030,경상남도,진주시,현장,업무 중,27.05,5.3,56.0,현장 단말/장비 배터리
FR28156,황예준,현장요원,38030,경상남도,진주시,복귀,복귀 중,25.24,3.69,57.0,현장 단말/장비 배터리
DR13251,박하은,드론요원,38030,경상남도,진주시,현장,업무 중,28.6,5.14,90.0,드론 배터리
FR85739,박서현,현장요원,38050,경상남도,통영시,대기,즉시 가용,21.37,3.69,93.0,현장 단말/장비 배터리
PR33838,한예준,방제요원,38050,경상남도,통영시,복귀,복귀 중,38.38,5.19,63.0,현장 단말/장비 배터리
DR88871,황수아,드론요원,38050,경상남도,통영시,출동,이동 중,39.68,5.29,83.0,드론 배터리
PR24984,조지아,방제요원,38060,경상남도,사천시,복귀,복귀 중,13.92,1.45,44.0,현장 단말/장비 배터리
FR53086,조도현,현장요원,38060,경상남도,사천시,복귀,복귀 중,3.22,0.43,77.0,현장 단말/장비 배터리
DR51967,정지호,드론요원,38060,경상남도,사천시,복귀,복귀 중,28.41,5.65,99.0,드론 배터리
PR11262,한서현,방제요원,38070,경상남도,김해시,출동,이동 중,15.93,1.61,42.0,현장 단말/장비 배터리
FR42154,강채원,현장요원,38070,경상남도,김해시,출동,이동 중,3.63,0.6,47.0,현장 단말/장비 배터리
DR40493,권현우,드론요원,38070,경상남도,김해시,출동,이동 중,28.08,3.89,77.0,드론 배터리
PR36437,권준우,방제요원,38080,경상남도,밀양시,복귀,복귀 중,0.37,0.04,47.0,현장 단말/장비 배터리
FR60986,황도윤,현장요원,38080,경상남도,밀양시,출동,이동 중,47.75,8.0,47.0,현장 단말/장비 배터리
FR97135,임수아,현장요원,38080,경상남도,밀양시,출동,이동 중,23.74,3.81,39.0,현장 단말/장비 배터리
PR84609,윤현우,방제요원,38080,경상남도,밀양시,대기,즉시 가용,43.96,6.42,73.0,현장 단말/장비 배터리
